transaction_id,reason,flagged_date,amount
fbe1cd1d-4721-44f1-863c-ae591ac9a100,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49088.81
ab5e0dac-8879-446e-a8f0-cb60ff263963,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49674.91
62227c45-6f70-4d45-87e4-77c65c72c265,Structuring band 9500–9999.99 SEK,2025-10-06,9951.35
7f27b007-9729-4cbc-bb2d-44e44f469d4a,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49927.48
47bb66a1-4e41-4aad-baf9-2d4a5d7b19d1,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49950.86
927674c4-0512-49b2-b915-d07b8231770a,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49944.57
6276da92-1208-4689-a9d8-ea1f15abe8a5,Structuring band 9500–9999.99 SEK,2025-10-06,9758.7
1eaae48f-041c-4599-9b4f-5694d8b86bf3,Structuring band 9500–9999.99 SEK,2025-10-06,9529.51
a71f48d0-2c3f-4b6e-a4a2-ff73d3a828d3,Structuring band 9500–9999.99 SEK,2025-10-06,9900.52
635f9382-682b-4e89-9130-8e85975c4a64,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49981.51
b2b6f385-b0f6-47c5-8ff7-f81db9462fcc,Structuring band 9500–9999.99 SEK,2025-10-06,9726.52
6b49d727-14c1-4319-a53a-a2ab1175ac8d,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49535.06
0131bdd2-125d-424e-acb5-4845c6da2d88,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49040.57
fea749a7-18ff-4e1a-83f5-606b033e9be8,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49998.18
99aac161-7671-433f-a6b8-09941031f0c9,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49109.55
05754a02-0406-4ba5-bdd9-67b4c0cbd468,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49467.63
d40a02be-19d4-4a03-ad87-e61bb711bd55,Structuring band 9500–9999.99 SEK,2025-10-06,9636.98
9de54024-c434-4b7d-be60-5b31393a1345,Structuring band 9500–9999.99 SEK,2025-10-06,9765.07
7eeb81eb-effe-45b5-b8d1-3240612e9ddc,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49984.65
e1b5ac46-71b6-4596-beab-0659e4c5ea68,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49590.44
e650f18b-85b1-4386-bc46-e67f02a14c3a,Structuring band 9500–9999.99 SEK,2025-10-06,9519.93
acaa2931-af00-42b4-a379-a479f343031f,Structuring band 9500–9999.99 SEK,2025-10-06,9668.97
83167861-8440-4f9d-a6c7-d5dc24170d8f,Ping-pong (retur inom 7d),2025-10-06,47855.61
0ad1dfa7-91a5-48e6-952b-23804b790a86,Structuring band 9500–9999.99 SEK,2025-10-06,9561.4
4f9d8e01-80f8-4a00-966b-cdc8397bddd8,Ping-pong (retur inom 7d),2025-10-06,32433.22
7d56da69-f29a-4b93-b68d-c8aa96da5f70,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49635.1
93dd6290-f1f6-49de-a054-3a6d0e59fbc5,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49895.03
80fcf234-98fb-4ca3-8120-76598bb3e945,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49081.48
406e4308-ff1b-45b7-8c21-9a1ab5827088,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49808.39
27ebcef0-bf2a-407f-ae92-03641f13094f,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49851.0
b12b56c6-aab3-4b49-b840-7fc0bcd9fca6,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49032.21
91a6edca-293b-4a7f-baed-aaded5a3066e,Structuring band 9500–9999.99 SEK,2025-10-06,9765.84
c75aae3b-fd11-409c-9961-b9f1cf095bd0,Ping-pong (retur inom 7d),2025-10-06,42640.4
60828718-d68c-4286-8f40-417f43c5c978,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49056.54
7e0ccfd7-a6b4-42f9-ac94-b87a1775c6eb,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49347.57
cf5d0daf-5d5d-437d-91bf-4053a34dbe33,Structuring band 9500–9999.99 SEK,2025-10-06,9580.55
0dfe2c76-8e3d-4029-9736-d0587e664ee0,Structuring band 9500–9999.99 SEK,2025-10-06,9743.12
ffeaffa6-eb52-41b7-9ec8-91f05a20df95,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49524.24
420043c0-b996-45de-ac50-157ce5fb4ed2,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49493.34
a902007c-1461-4165-9fad-d6dfbabe2a00,Structuring band 9500–9999.99 SEK,2025-10-06,9723.6
b772e210-52c8-4ef9-b6de-c8967cbadbc7,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49293.76
a3b01515-6a85-42a4-a151-1847d324f3a0,Ping-pong (retur inom 7d),2025-10-06,45819.51
725501b3-b24d-4b0c-8e64-573490c69843,Structuring band 9500–9999.99 SEK,2025-10-06,9849.14
1638dbdc-8842-4255-bef0-a2a6eab40d24,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49220.29
862714a6-89e6-4438-a4b6-c4501f536152,Structuring band 9500–9999.99 SEK,2025-10-06,9921.21
dbcec409-03e2-44fb-836d-6c5e7d658cc1,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49184.91
ac4e16ad-ae4f-41c2-ae78-686fe8d54df7,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49969.04
02f21920-ba73-4924-8af7-0008f5dc5453,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49211.84
2c85d0bc-5b2e-49c3-8076-05eb9c4cc10c,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49979.43
3dddf0dc-ba45-48d2-a1b2-f7c3ded156a2,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49350.4
4bc0caee-5a80-46be-99f3-c671d9ce4795,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49248.03
cdecf9bd-a2cd-47bb-84ea-af2f82a87377,Ping-pong (retur inom 7d),2025-10-06,15375.27
87e39d99-9b2c-484c-be4f-39680cb4bb50,Structuring band 9500–9999.99 SEK,2025-10-06,9964.33
3a540264-e49c-4945-b9c6-d12f78c0596b,Structuring band 9500–9999.99 SEK,2025-10-06,9688.12
0fa604a4-fb09-48dc-90f7-5a458ddb47dc,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49298.62
1b99dc4a-12d9-45b9-b325-7ac6f30c9ed8,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49853.45
35768b12-294d-4df1-a55f-03832a6141b8,Structuring band 9500–9999.99 SEK,2025-10-06,9607.41
a54d4aec-a9ba-44d8-88ee-7c7babb563b5,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49492.22
a7af1a8b-c7bf-4482-abb6-ea9fc6b62171,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49143.52
c9832468-f103-4da2-8e18-d2234f3cda71,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49358.02
c018fcc0-230e-40b5-bf8b-623853736062,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49262.21
30691363-8809-462c-b98e-54d1deca159c,Structuring band 9500–9999.99 SEK,2025-10-06,9834.61
c84027e8-8e21-47ce-bb84-48252c6be25c,Structuring band 9500–9999.99 SEK,2025-10-06,9721.17
cfa827f2-f240-44a3-abdb-94c6ec073eee,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49437.59
f1352dc2-7009-4782-bbe0-1450d454bb38,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49726.79
ec6d64bf-7f17-490e-9be7-9cf0bedd7733,Ping-pong (retur inom 7d),2025-10-06,37328.08
f278d39b-21a9-4482-a6c4-3942c4ea0f0f,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49683.56
0b03e1c4-38c6-40f8-a9ea-810ea7644492,Structuring band 9500–9999.99 SEK,2025-10-06,9648.45
a4308bf2-7578-4725-979e-4eb5dc48bc69,Structuring band 9500–9999.99 SEK,2025-10-06,9842.86
ff9d1ffb-9832-4206-a032-8cf61bec282a,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49941.76
f2d15f26-0717-4279-b8fc-476c6ca1cddf,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,48961.18
67b780eb-2625-42cb-8615-79bf5463fd8f,Structuring band 9500–9999.99 SEK,2025-10-06,9740.13
f3aedd4f-2fd4-4bf5-b1d1-85568be729c2,Structuring band 9500–9999.99 SEK,2025-10-06,9543.4
e0fa918d-3d19-4d7a-a988-7b62b0fb31bc,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49958.83
de2740bd-0855-41a2-9e97-de21f85bb188,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49858.43
08abd076-b0af-490c-a570-4b18cda8d2f2,Structuring band 9500–9999.99 SEK,2025-10-06,9996.23
24f175bb-b705-4e1f-904e-595ce384d4b5,Structuring band 9500–9999.99 SEK,2025-10-06,9939.94
c6b7e0c4-f2dc-43bb-b6ed-3e483605b5eb,Structuring band 9500–9999.99 SEK,2025-10-06,9728.16
51b0f385-d5c6-4a6b-90c7-25d4ef3df43f,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49325.8
d5698684-ac66-4d63-ad64-ab52b5400cd5,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49772.2
688e78ff-2fb0-4adc-a56e-f352d02d9381,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49625.04
7854f91f-3dc4-489b-8c01-6fe7275d34bd,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49422.11
6c6d826b-ecc7-4e62-a37a-0227e1b84f88,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,48955.02
7e6f2f15-702b-4b94-b538-fb1bd32449d7,Structuring band 9500–9999.99 SEK,2025-10-06,9945.8
8aed35a9-c1f8-410a-ad68-43c1b3be6c24,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49111.04
1a7c9e1e-4539-4439-84c6-fa9855f4a579,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49034.03
78f02e46-37fb-439d-bc42-8491eff1b60c,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49511.91
ee90401e-1b6f-4d08-a205-8b7b20945114,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49917.04
1d510d3f-c5da-4b88-a0d5-1f736f885716,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49073.39
2e78b46e-8993-4102-8daf-01e99b40579d,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49213.83
72af93b5-0232-4e56-a5d7-29a4a01ee8e3,Structuring band 9500–9999.99 SEK,2025-10-06,9880.52
e5eb2d9d-d49f-4856-b4b2-ac3054f19dae,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49518.71
3b2bb7ef-6364-4920-9d96-8e331fcb2f54,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49854.34
35d243ba-2536-420c-a841-aea7f018c0c8,Structuring band 9500–9999.99 SEK,2025-10-06,9940.36
2c731271-362b-4296-82cd-75b2f406c09a,Structuring band 9500–9999.99 SEK,2025-10-06,9631.29
c4917559-be7b-4f59-b2ed-d4660cf3950b,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49089.16
413a9e85-0761-446c-8fc6-40ea3dbda28e,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49102.68
84499233-ee4a-4fc5-bf68-b1fd62135dd0,Structuring band 9500–9999.99 SEK,2025-10-06,9638.11
c4830f2a-c210-4aff-8e30-82ce89716e1e,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49849.65
72aedbbd-0690-4ba1-a8c4-aeed72c5d555,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49410.52
5d0f4d8b-40c3-4d2c-92d7-1f1500e627b1,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49917.13
8ed2a057-d611-4d61-ad9a-d72c6e8265ad,Structuring band 9500–9999.99 SEK,2025-10-06,9775.23
9d62eca2-90e0-46e1-84cd-2968050dfd17,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49508.75
8325389e-db4f-4bca-a997-3c96f5c0ceec,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49644.41
bf31dc2f-33a9-4d40-8a15-8dc5fb2b14f7,Structuring band 9500–9999.99 SEK,2025-10-06,9920.09
5747d54c-40b2-436c-af77-29832dab98d1,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49229.81
19366e77-7246-403d-8bf2-7937e7446dcb,Structuring band 9500–9999.99 SEK,2025-10-06,9981.73
a40d1457-86b3-41de-b44f-4cf68e00c041,Structuring band 9500–9999.99 SEK,2025-10-06,9913.21
5bbfa559-c26f-4808-a9f9-4397a26c502e,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,48945.87
84a104dd-3169-4ccc-9be1-73ab44b00e8d,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49499.17
ddd533f0-30b2-4481-be6b-566512377707,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49299.89
6d4887be-61ae-42b0-af1d-0859d997d8d2,Structuring band 9500–9999.99 SEK,2025-10-06,9990.55
28f76772-b323-40ce-81fb-b181f082df98,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49905.12
69a52236-c394-4265-9222-227c187fb4a0,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,48938.58
c9dbf2ae-171e-4acd-9b1e-947d9f4c9803,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,48983.41
75520700-d177-4d3e-99f7-d00454ff4bad,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49824.35
71fac6d5-1463-44ad-9636-a4fd194e2294,Structuring band 9500–9999.99 SEK,2025-10-06,9776.07
061feea4-6b90-40dd-b2db-fbf9b09f04bd,Structuring band 9500–9999.99 SEK,2025-10-06,9847.07
f9a3bb39-b1e6-4ff2-ae27-97b6992baa58,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49037.64
9a135362-e86a-4e31-b370-574482fad99c,Structuring band 9500–9999.99 SEK,2025-10-06,9801.61
8a2affc9-a2ee-4f84-af04-cbb726f5fa52,Ping-pong (retur inom 7d),2025-10-06,33174.44
d9f29d0e-98b9-491d-a36d-539b91123f3b,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49303.57
6ee27c47-1f19-4e4f-accb-f4de3e1f1c12,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49676.2
8cfb6483-e633-4844-8cce-976d610a396c,Structuring band 9500–9999.99 SEK,2025-10-06,9650.54
ecf1d7fa-3291-4d47-b370-d23ce12d7084,Structuring band 9500–9999.99 SEK,2025-10-06,9822.9
c2ff80d6-543e-43bc-9336-3286a6967867,Structuring band 9500–9999.99 SEK,2025-10-06,9999.05
b1519700-2a0c-45cc-b024-5f81b901584b,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49070.22
537b8179-96f3-4b5f-9c6a-109d0acf72ce,"High amount vs p98 (per valuta), New counterparty (>14d) + high amount",2025-10-06,49677.23
